Field Site,Transplant Site,Transplant Zone,Transect,Plot #,Origin Zone,Origin Site,SA - zone,Genotype.Origin,Genotype.ID,Genotype.Rep,Date,Julian Day,Surivial,Flower.yes=1 ,Total Number of flowers,,Flower No (FROM biomass prior to outlier removed),Total Seeds,Avg No Seeds Per Flower
SFJ,Fort Johnson,Short,6,28,Tall,BI,allopatric,TBI,TBI 22,E,12-Dec,347,1,0,,,NA,NA,NA
SFJ,Fort Johnson,Short,6,29,Short,BI,sympatric,SBI,SBI 7,B,12-Dec,347,1,0,,,NA,NA,NA
SFJ,Fort Johnson,Short,6,30,Short,FB,sympatric,SFB,SFB 19,G,12-Dec,347,1,0,,,NA,NA,NA
TFB,Folly Beach,Tall,7,1,Short,FB,allopatric,SFB,SFB 9,E,12-Dec,347,0,0,,,NA,NA,NA
TFB,Folly Beach,Tall,7,2,Tall,BI,sympatric,TBI,TBI 3,B,12-Dec,347,0,0,,,NA,NA,NA
TFB,Folly Beach,Tall,7,3,Tall,FJ,sympatric,TFJ,TFJ 5,F,12-Dec,347,0,0,,,NA,NA,NA
TFB,Folly Beach,Tall,7,4,Short,FB,allopatric,SFB,SFB 12,D,12-Dec,347,0,0,,,NA,NA,NA
TFB,Folly Beach,Tall,7,5,Short,FJ,allopatric,SFJ,SFJ 7,G,12-Dec,347,0,0,,,NA,NA,NA
TFB,Folly Beach,Tall,7,6,Tall,FB,sympatric,TFB,TFB 12,C,12-Dec,347,0,0,,,NA,NA,NA
TFB,Folly Beach,Tall,7,7,Short,FB,allopatric,SFB,SFB 4,E,12-Dec,347,0,0,,,NA,NA,NA
TFB,Folly Beach,Tall,7,8,Short,BI,allopatric,SBI,SBI 7,F,12-Dec,347,0,0,,,NA,NA,NA
TFB,Folly Beach,Tall,7,9,Tall,FJ,sympatric,TFJ,TFJ 19,B,12-Dec,347,0,0,,,NA,NA,NA
TFB,Folly Beach,Tall,7,10,Short,FJ,allopatric,SFJ,SFJ 22,H,12-Dec,347,1,0,,,NA,NA,NA
TFB,Folly Beach,Tall,7,11,Short,BI,allopatric,SBI,SBI 19,A,12-Dec,347,1,0,,,NA,NA,NA
TFB,Folly Beach,Tall,7,12,Tall,FJ,sympatric,TFJ,TFJ 20,G,12-Dec,347,1,0,,,NA,NA,NA
TFB,Folly Beach,Tall,7,13,Tall,BI,sympatric,TBI,TBI 17,E,12-Dec,347,0,0,,,NA,NA,NA
TFB,Folly Beach,Tall,7,14,Tall,FB,sympatric,TFB,TFB 4,Z,12-Dec,347,0,0,,,NA,NA,NA
TFB,Folly Beach,Tall,7,15,Short,BI,allopatric,SBI,SBI 10,F,12-Dec,347,0,0,,,NA,NA,NA
TFB,Folly Beach,Tall,7,16,Short,FB,allopatric,SFB,SFB 19,D,12-Dec,347,0,0,,,NA,NA,NA
TFB,Folly Beach,Tall,7,17,Short,FB,allopatric,SFB,SFB 6,C,12-Dec,347,0,0,,,NA,NA,NA
TFB,Folly Beach,Tall,7,18,Tall,BI,sympatric,TBI,TBI 4,E,12-Dec,347,0,0,,,NA,NA,NA
TFB,Folly Beach,Tall,7,19,Short,FJ,allopatric,SFJ,SFJ 16,B,12-Dec,347,0,0,,,NA,NA,NA
TFB,Folly Beach,Tall,7,20,Short,BI,allopatric,SBI,SBI 15,E,12-Dec,347,0,0,,,NA,NA,NA
TFB,Folly Beach,Tall,7,21,Tall,BI,sympatric,TBI,TBI 22,A,12-Dec,347,0,0,,,NA,NA,NA
TFB,Folly Beach,Tall,7,22,Short,FJ,allopatric,SFJ,SFJ 25,C,12-Dec,347,0,0,,,NA,NA,NA
TFB,Folly Beach,Tall,7,23,Tall,FJ,sympatric,TFJ,TFJ 17,E,12-Dec,347,0,0,,,NA,NA,NA
TFB,Folly Beach,Tall,7,24,Tall,BI,sympatric,TBI,TBI 21,G,12-Dec,347,0,0,,,NA,NA,NA
TFB,Folly Beach,Tall,7,25,Tall,FB,sympatric,TFB,TFB 5,A,12-Dec,347,0,0,,,NA,NA,NA
TFB,Folly Beach,Tall,7,26,Tall,FJ,sympatric,TFJ,TFJ 15,C,12-Dec,347,0,0,,,NA,NA,NA
TFB,Folly Beach,Tall,7,27,Tall,FB,sympatric,TFB,TFB 1,E,12-Dec,347,0,0,,,NA,NA,NA
TFB,Folly Beach,Tall,7,28,Short,BI,allopatric,SBI,SBI 2,G,12-Dec,347,0,0,,,NA,NA,NA
TFB,Folly Beach,Tall,7,29,Tall,FB,sympatric,TFB,TFB 7,E,12-Dec,347,1,0,,,NA,NA,NA
TFB,Folly Beach,Tall,7,30,Short,FJ,allopatric,SFJ,SFJ 13,B,12-Dec,347,0,0,,,NA,NA,NA
TFB,Folly Beach,Tall,8,1,Tall,BI,sympatric,TBI,TBI 11,F,12-Dec,347,0,0,,,NA,NA,NA
TFB,Folly Beach,Tall,8,2,Short,BI,allopatric,SBI,SBI 6,E,12-Dec,347,1,0,,,NA,NA,NA
TFB,Folly Beach,Tall,8,3,Tall,FJ,sympatric,TFJ,TFJ 5,E,12-Dec,347,1,0,,,NA,NA,NA
TFB,Folly Beach,Tall,8,4,Tall,FJ,sympatric,TFJ,TFJ 9,D,12-Dec,347,0,0,,,NA,NA,NA
TFB,Folly Beach,Tall,8,5,Tall,FB,sympatric,TFB,TFB 3,B,12-Dec,347,0,0,,,NA,NA,NA
TFB,Folly Beach,Tall,8,6,Tall,BI,sympatric,TBI,TBI 14,E,12-Dec,347,1,0,,,NA,NA,NA
TFB,Folly Beach,Tall,8,7,Tall,BI,sympatric,TBI,TBI 1,F,12-Dec,347,0,0,,,NA,NA,NA
TFB,Folly Beach,Tall,8,8,Tall,FB,sympatric,TFB,TFB 17,H,12-Dec,347,1,0,,,NA,NA,NA
TFB,Folly Beach,Tall,8,9,Short,FJ,allopatric,SFJ,SFJ 12,G,12-Dec,347,0,0,,,NA,NA,NA
TFB,Folly Beach,Tall,8,10,Tall,FJ,sympatric,TFJ,TFJ 1,E,12-Dec,347,1,0,,,NA,NA,NA
TFB,Folly Beach,Tall,8,11,Short,FB,allopatric,SFB,SFB 2,,12-Dec,347,1,0,,,NA,NA,NA
TFB,Folly Beach,Tall,8,12,Tall,FB,sympatric,TFB,TFB 10,A,12-Dec,347,0,0,,,NA,NA,NA
TFB,Folly Beach,Tall,8,13,Short,BI,allopatric,SBI,SBI 16,D,12-Dec,347,0,0,,,NA,NA,NA
TFB,Folly Beach,Tall,8,14,Short,FJ,allopatric,SFJ,SFJ 6,D,12-Dec,347,0,0,,,NA,NA,NA
TFB,Folly Beach,Tall,8,15,Short,BI,allopatric,SBI,SBI 1,H,12-Dec,347,1,0,,,NA,NA,NA
TFB,Folly Beach,Tall,8,16,Tall,BI,sympatric,TBI,TBI 19,C,12-Dec,347,0,0,,,NA,NA,NA
TFB,Folly Beach,Tall,8,17,Short,FB,allopatric,SFB,SFB 11,D,12-Dec,347,0,0,,,NA,NA,NA
TFB,Folly Beach,Tall,8,18,Short,FJ,allopatric,SFJ,SFJ 20,A,12-Dec,347,0,0,,,NA,NA,NA
TFB,Folly Beach,Tall,8,19,Short,FB,allopatric,SFB,SFB 23,C,12-Dec,347,0,0,,,NA,NA,NA
TFB,Folly Beach,Tall,8,20,Tall,BI,sympatric,TBI,TBI 6,B,12-Dec,347,0,0,,,NA,NA,NA
TFB,Folly Beach,Tall,8,21,Short,FB,allopatric,SFB,SFB 15,F,12-Dec,347,1,0,,,NA,NA,NA
TFB,Folly Beach,Tall,8,22,Tall,FJ,sympatric,TFJ,TFJ 24,B,12-Dec,347,1,0,,,NA,NA,NA
TFB,Folly Beach,Tall,8,23,Short,FJ,allopatric,SFJ,SFJ 8,A,12-Dec,347,1,0,,,NA,NA,NA
TFB,Folly Beach,Tall,8,24,Tall,FB,sympatric,TFB,TFB 13,B,12-Dec,347,1,0,,,NA,NA,NA
TFB,Folly Beach,Tall,8,25,Short,BI,allopatric,SBI,SBI 20,D,12-Dec,347,1,0,,,NA,NA,NA
TFB,Folly Beach,Tall,8,26,Tall,FB,sympatric,TFB,TFB 25,A,12-Dec,347,1,0,,,NA,NA,NA
TFB,Folly Beach,Tall,8,27,Short,FJ,allopatric,SFJ,SFJ 9,C,12-Dec,347,1,0,,,NA,NA,NA
TFB,Folly Beach,Tall,8,28,Short,FB,allopatric,SFB,SFB 25,H,12-Dec,347,1,0,,,NA,NA,NA
TFB,Folly Beach,Tall,8,29,Tall,FJ,sympatric,TFJ,TFJ 13,B,12-Dec,347,1,0,,,NA,NA,NA
TFB,Folly Beach,Tall,8,30,Short,BI,allopatric,SBI,SBI 9,A,12-Dec,347,0,0,,,NA,NA,NA
TFJ,Fort Johnson,Tall,9,1,Tall,BI,sympatric,TBI,TBI 17,G,12-Dec,347,1,0,,,NA,NA,NA
TFJ,Fort Johnson,Tall,9,2,Short,FJ,allopatric,SFJ,SFJ 7,F,12-Dec,347,0,0,,,NA,NA,NA
TFJ,Fort Johnson,Tall,9,3,Short,BI,allopatric,SBI,SBI 2,A,12-Dec,347,0,0,,,NA,NA,NA
TFJ,Fort Johnson,Tall,9,4,Tall,FJ,sympatric,TFJ,TFJ 20,D,12-Dec,347,0,0,,,NA,NA,NA
TFJ,Fort Johnson,Tall,9,5,Tall,FB,sympatric,TFB,TFB 12,E,12-Dec,347,0,0,,,NA,NA,NA
TFJ,Fort Johnson,Tall,9,6,Short,FB,allopatric,SFB,SFB 19,C,12-Dec,347,0,0,,,NA,NA,NA
TFJ,Fort Johnson,Tall,9,7,Tall,FJ,sympatric,TFJ,TFJ 17,B,12-Dec,347,1,0,,,NA,NA,NA
TFJ,Fort Johnson,Tall,9,8,Tall,FJ,sympatric,TFJ,TFJ 9,F,12-Dec,347,1,0,,,NA,NA,NA
TFJ,Fort Johnson,Tall,9,9,Short,BI,allopatric,SBI,SBI 9,C,12-Dec,347,1,0,,,NA,NA,NA
TFJ,Fort Johnson,Tall,9,10,Tall,FB,sympatric,TFB,TFB 1,C,12-Dec,347,1,0,,,NA,NA,NA
TFJ,Fort Johnson,Tall,9,11,Short,FB,allopatric,SFB,SFB 25,A,12-Dec,347,0,0,,,NA,NA,NA
TFJ,Fort Johnson,Tall,9,12,Short,BI,allopatric,SBI,SBI 16,E,12-Dec,347,0,0,,,NA,NA,NA
TFJ,Fort Johnson,Tall,9,13,Tall,BI,sympatric,TBI,TBI 19,E,12-Dec,347,1,0,,,NA,NA,NA
TFJ,Fort Johnson,Tall,9,14,Short,FJ,allopatric,SFJ,SFJ 13,E,12-Dec,347,1,0,,,NA,NA,NA
TFJ,Fort Johnson,Tall,9,15,Tall,FB,sympatric,TFB,TFB 25,F,12-Dec,347,0,0,,,NA,NA,NA
TFJ,Fort Johnson,Tall,9,16,Tall,BI,sympatric,TBI,TBI 4,C,12-Dec,347,0,0,,,NA,NA,NA
TFJ,Fort Johnson,Tall,9,17,Tall,FB,sympatric,TFB,TFB 10,H,12-Dec,347,0,0,,,NA,NA,NA
TFJ,Fort Johnson,Tall,9,18,Short,BI,allopatric,SBI,SBI 20,A,12-Dec,347,NA,0,,,NA,NA,NA
TFJ,Fort Johnson,Tall,9,19,Short,FJ,allopatric,SFJ,SFJ 6,H,12-Dec,347,1,0,,,NA,NA,NA
TFJ,Fort Johnson,Tall,9,20,Tall,FJ,sympatric,TFJ,TFJ 15,A,12-Dec,347,0,0,,,NA,NA,NA
TFJ,Fort Johnson,Tall,9,21,Short,FB,allopatric,SFB,SFB 23,D,12-Dec,347,NA,0,,,NA,NA,NA
TFJ,Fort Johnson,Tall,9,22,Tall,BI,sympatric,TBI,TBI 14,A,12-Dec,347,0,0,,,NA,NA,NA
TFJ,Fort Johnson,Tall,9,23,Short,BI,allopatric,SBI,SBI 19,D,12-Dec,347,1,0,,,NA,NA,NA
TFJ,Fort Johnson,Tall,9,24,Short,FJ,allopatric,SFJ,SFJ 16,F,12-Dec,347,1,0,,,NA,NA,NA
TFJ,Fort Johnson,Tall,9,25,Short,FJ,allopatric,SFJ,SFJ 9,F,12-Dec,347,0,0,,,NA,NA,NA
TFJ,Fort Johnson,Tall,9,26,Short,FB,allopatric,SFB,SFB 6,B,12-Dec,347,0,0,,,NA,NA,NA
TFJ,Fort Johnson,Tall,9,27,Tall,FB,sympatric,TFB,TFB 7,G,12-Dec,347,1,0,,,NA,NA,NA
TFJ,Fort Johnson,Tall,9,28,Short,FB,allopatric,SFB,SFB 15,C,12-Dec,347,0,0,,,NA,NA,NA
TFJ,Fort Johnson,Tall,9,29,Tall,BI,sympatric,TBI,TBI 3,A,12-Dec,347,1,0,,,NA,NA,NA
TFJ,Fort Johnson,Tall,9,30,Tall,FJ,sympatric,TFJ,TFJ 16,Z,12-Dec,347,0,0,,,NA,NA,NA
TFJ,Fort Johnson,Tall,10,1,Tall,FJ,sympatric,TFJ,TFJ 5,A,12-Dec,347,0,0,,,NA,NA,NA
TFJ,Fort Johnson,Tall,10,2,Tall,FJ,sympatric,TFJ,TFJ 13,E,12-Dec,347,1,0,,,NA,NA,NA
TFJ,Fort Johnson,Tall,10,3,Tall,FB,sympatric,TFB,TFB 17,E,12-Dec,347,1,0,,,NA,NA,NA
TFJ,Fort Johnson,Tall,10,4,Tall,FJ,sympatric,TFJ,TFJ 1,C,12-Dec,347,1,0,,,NA,NA,NA
TFJ,Fort Johnson,Tall,10,5,Tall,BI,sympatric,TBI,TBI 21,F,12-Dec,347,1,1,2,,2,190,95
TFJ,Fort Johnson,Tall,10,6,Tall,BI,sympatric,TBI,TBI 11,B,12-Dec,347,1,0,,,NA,NA,NA
TFJ,Fort Johnson,Tall,10,7,Tall,BI,sympatric,TBI,TBI 6,E,12-Dec,347,1,0,,,NA,NA,NA
TFJ,Fort Johnson,Tall,10,8,Short,FJ,allopatric,SFJ,SFJ 20,B,12-Dec,347,1,0,,,NA,NA,NA
TFJ,Fort Johnson,Tall,10,9,Short,FJ,allopatric,SFJ,SFJ 12,E,12-Dec,347,1,0,,,NA,NA,NA
TFJ,Fort Johnson,Tall,10,10,Short,BI,allopatric,SBI,SBI 6,F,12-Dec,347,1,0,,,NA,NA,NA
TFJ,Fort Johnson,Tall,10,11,Short,BI,allopatric,SBI,SBI 7,E,12-Dec,347,1,0,,,NA,NA,NA
TFJ,Fort Johnson,Tall,10,12,Short,FB,allopatric,SFB,SFB 9,F,12-Dec,347,0,0,,,NA,NA,NA
TFJ,Fort Johnson,Tall,10,13,Short,FB,allopatric,SFB,SFB 11,F,12-Dec,347,1,0,,,NA,NA,NA
TFJ,Fort Johnson,Tall,10,14,Short,FJ,allopatric,SFJ,SFJ 8,E,12-Dec,347,1,0,,,NA,NA,NA
TFJ,Fort Johnson,Tall,10,15,Short,FB,allopatric,SFB,SFB 2,G,12-Dec,347,NA,0,,,NA,NA,NA
TFJ,Fort Johnson,Tall,10,16,Tall,FJ,sympatric,TFJ,TFJ 24,E,12-Dec,347,1,0,,,NA,NA,NA
TFJ,Fort Johnson,Tall,10,17,Short,BI,allopatric,SBI,SBI 15,D,12-Dec,347,1,0,,,NA,NA,NA
TFJ,Fort Johnson,Tall,10,18,Short,BI,allopatric,SBI,SBI 1,F,12-Dec,347,0,0,,,NA,NA,NA
TFJ,Fort Johnson,Tall,10,19,Tall,BI,sympatric,TBI,TBI 1,G,12-Dec,347,1,0,,,NA,NA,NA
TFJ,Fort Johnson,Tall,10,20,Short,FJ,allopatric,SFJ,SFJ 25,B,12-Dec,347,1,0,,,NA,NA,NA
TFJ,Fort Johnson,Tall,10,21,Short,FB,allopatric,SFB,SFB 12,E,12-Dec,347,0,0,,,NA,NA,NA
TFJ,Fort Johnson,Tall,10,22,Tall,FJ,sympatric,TFJ,TFJ 19,F,12-Dec,347,1,0,,,NA,NA,NA
TFJ,Fort Johnson,Tall,10,23,Short,BI,allopatric,SBI,SBI 10,H,12-Dec,347,1,0,,,NA,NA,NA
TFJ,Fort Johnson,Tall,10,24,Tall,FB,sympatric,TFB,TFB 13,A,12-Dec,347,NA,0,,,NA,NA,NA
TFJ,Fort Johnson,Tall,10,25,Short,FB,allopatric,SFB,SFB 4,A,12-Dec,347,NA,0,,,NA,NA,NA
TFJ,Fort Johnson,Tall,10,26,Tall,FB,sympatric,TFB,TFB 4,D,12-Dec,347,1,0,,,NA,NA,NA
TFJ,Fort Johnson,Tall,10,27,Tall,FB,sympatric,TFB,TFB 3,F,12-Dec,347,NA,0,,,NA,NA,NA
TFJ,Fort Johnson,Tall,10,28,Tall,BI,sympatric,TBI,TBI 22,C,12-Dec,347,NA,0,,,NA,NA,NA
TFJ,Fort Johnson,Tall,10,29,Tall,FB,sympatric,TFB,TFB 3,E,12-Dec,347,NA,0,,,NA,NA,NA
TFJ,Fort Johnson,Tall,10,30,Short,FJ,allopatric,SFJ,SFJ 22,C,12-Dec,347,NA,0,,,NA,NA,NA
TBI,Bowens Island,Tall,11,1,Short,FJ,allopatric,SFJ,SFJ 13,D,12-Dec,347,0,0,,,NA,NA,NA
TBI,Bowens Island,Tall,11,2,Short,FJ,allopatric,SFJ,SFJ 7,B,12-Dec,347,0,0,,,NA,NA,NA
TBI,Bowens Island,Tall,11,3,Tall,BI,sympatric,TBI,TBI 14,F,12-Dec,347,0,0,,,NA,NA,NA
TBI,Bowens Island,Tall,11,4,Tall,FB,sympatric,TFB,TFB 7,H,12-Dec,347,0,0,,,NA,NA,NA
TBI,Bowens Island,Tall,11,5,Short,FJ,allopatric,SFJ,SFJ 8,B,12-Dec,347,0,0,,,NA,NA,NA
TBI,Bowens Island,Tall,11,6,Short,FJ,allopatric,SFJ,SFJ 22,G,12-Dec,347,0,0,,,NA,NA,NA
TBI,Bowens Island,Tall,11,7,Tall,BI,sympatric,TBI,TBI 11,D,12-Dec,347,0,0,,,NA,NA,NA
TBI,Bowens Island,Tall,11,8,Short,BI,allopatric,SBI,SBI 10,G,12-Dec,347,0,0,,,NA,NA,NA
TBI,Bowens Island,Tall,11,9,Short,FB,allopatric,SFB,SFB 11,A,12-Dec,347,0,0,,,NA,NA,NA
TBI,Bowens Island,Tall,11,10,Tall,FJ,sympatric,TFJ,TFJ 20,F,12-Dec,347,0,0,,,NA,NA,NA
TBI,Bowens Island,Tall,11,11,Short,BI,allopatric,SBI,SBI 20,F,12-Dec,347,0,0,,,NA,NA,NA
TBI,Bowens Island,Tall,11,12,Short,FB,allopatric,SFB,SFB 9,A,12-Dec,347,0,0,,,NA,NA,NA
TBI,Bowens Island,Tall,11,13,Short,FB,allopatric,SFB,SFB 23,F,12-Dec,347,0,0,,,NA,NA,NA
TBI,Bowens Island,Tall,11,14,Tall,FJ,sympatric,TFJ,TFJ 15,E,12-Dec,347,0,0,,,NA,NA,NA
TBI,Bowens Island,Tall,11,15,Short,BI,allopatric,SBI,SBI 2,B,12-Dec,347,0,0,,,NA,NA,NA
TBI,Bowens Island,Tall,11,16,Short,BI,allopatric,SBI,SBI 6,B,12-Dec,347,0,0,,,NA,NA,NA
TBI,Bowens Island,Tall,11,17,Tall,FJ,sympatric,TFJ,TFJ 1,H,12-Dec,347,0,0,,,NA,NA,NA
TBI,Bowens Island,Tall,11,18,Tall,FJ,sympatric,TFJ,TFJ 19,D,12-Dec,347,0,0,,,NA,NA,NA
TBI,Bowens Island,Tall,11,19,Short,FJ,allopatric,SFJ,SFJ 6,G,12-Dec,347,0,0,,,NA,NA,NA
TBI,Bowens Island,Tall,11,20,Tall,FB,sympatric,TFB,TFB 17,D,12-Dec,347,0,0,,,NA,NA,NA
TBI,Bowens Island,Tall,11,21,Tall,FB,sympatric,TFB,TFB 10,F,12-Dec,347,0,0,,,NA,NA,NA
TBI,Bowens Island,Tall,11,22,Tall,TBI,sympatric,TBI,TBI 6,C,12-Dec,347,0,0,,,NA,NA,NA
TBI,Bowens Island,Tall,11,23,Tall,TBI,sympatric,TBI,TBI 1,B,12-Dec,347,0,0,,,NA,NA,NA
TBI,Bowens Island,Tall,11,24,Tall,TFB,sympatric,TFB,TFB 5,B,12-Dec,347,0,0,,,NA,NA,NA
TBI,Bowens Island,Tall,11,25,Tall,TFB,sympatric,TFB,TFB 12,D,12-Dec,347,0,0,,,NA,NA,NA
TBI,Bowens Island,Tall,11,26,Short,SFB,allopatric,SFB,SFB 15,B,12-Dec,347,0,0,,,NA,NA,NA
TBI,Bowens Island,Tall,11,27,Short,SFB,allopatric,SFB,SFB 6,F,12-Dec,347,0,0,,,NA,NA,NA
TBI,Bowens Island,Tall,11,28,Short,SBI,allopatric,SBI,SBI 7,D,12-Dec,347,0,0,,,NA,NA,NA
TBI,Bowens Island,Tall,11,29,Tall,TFJ,sympatric,TFJ,TFJ 17,E,12-Dec,347,0,0,,,NA,NA,NA
TBI,Bowens Island,Tall,11,30,Tall,TFB,sympatric,TFB,TFB 4,B,12-Dec,347,0,0,,,NA,NA,NA
TBI,Bowens Island,Tall,12,1,Short,SFB,allopatric,SFB,SFB 2,E,12-Dec,347,0,0,,,NA,NA,NA
TBI,Bowens Island,Tall,12,2,Tall,TFJ,sympatric,TFJ,TFJ 9,B,12-Dec,347,0,0,,,NA,NA,NA
TBI,Bowens Island,Tall,12,3,Short,SFB,allopatric,SFB,SFB 25,F,12-Dec,347,0,0,,,NA,NA,NA
TBI,Bowens Island,Tall,12,4,Short,SBI,allopatric,SBI,SBI 19,G,12-Dec,347,0,0,,,NA,NA,NA
TBI,Bowens Island,Tall,12,5,Tall,TFB,sympatric,TFB,TFB 1,D,12-Dec,347,0,0,,,NA,NA,NA
TBI,Bowens Island,Tall,12,6,Tall,TBI,sympatric,TBI,TBI 4,H,12-Dec,347,0,0,,,NA,NA,NA
TBI,Bowens Island,Tall,12,7,Short,SFJ,allopatric,SFJ,SFJ 20,E,12-Dec,347,0,0,,,NA,NA,NA
TBI,Bowens Island,Tall,12,8,Tall,TFJ,sympatric,TFJ,TFJ 24,C,12-Dec,347,0,0,,,NA,NA,NA
TBI,Bowens Island,Tall,12,9,Tall,TFJ,sympatric,TFJ,TFJ 16,G,12-Dec,347,0,0,,,NA,NA,NA
TBI,Bowens Island,Tall,12,10,Short,SBI,allopatric,SBI,SBI 16,A,12-Dec,347,0,0,,,NA,NA,NA
TBI,Bowens Island,Tall,12,11,Short,SBI,allopatric,SBI,SBI 15,G,12-Dec,347,0,0,,,NA,NA,NA
TBI,Bowens Island,Tall,12,12,Tall,TFJ,sympatric,TFJ,TFJ 13,C,12-Dec,347,0,0,,,NA,NA,NA
TBI,Bowens Island,Tall,12,13,Tall,TFB,sympatric,TFB,TFB 3,D,12-Dec,347,0,0,,,NA,NA,NA
TBI,Bowens Island,Tall,12,14,Tall,TBI,sympatric,TBI,TBI 17,C,12-Dec,347,0,0,,,NA,NA,NA
TBI,Bowens Island,Tall,12,15,Short,SBI,allopatric,SBI,SBI 1,G,12-Dec,347,0,0,,,NA,NA,NA
TBI,Bowens Island,Tall,12,16,Short,SFJ,allopatric,SFJ,SFJ 12,B,12-Dec,347,0,0,,,NA,NA,NA
TBI,Bowens Island,Tall,12,17,Short,SFJ,allopatric,SFJ,SFJ 16,E,12-Dec,347,0,0,,,NA,NA,NA
TBI,Bowens Island,Tall,12,18,Tall,TBI,sympatric,TBI,TBI 21,B,12-Dec,347,0,0,,,NA,NA,NA
TBI,Bowens Island,Tall,12,19,Tall,TBI,sympatric,TBI,TBI 3,H,12-Dec,347,0,0,,,NA,NA,NA
TBI,Bowens Island,Tall,12,20,Tall,TBI,sympatric,TBI,TBI 22,G,12-Dec,347,0,0,,,NA,NA,NA
TBI,Bowens Island,Tall,12,21,Short,SFB,allopatric,SFB,SFB 12,H,12-Dec,347,0,0,,,NA,NA,NA
TBI,Bowens Island,Tall,12,22,Short,SFJ,allopatric,SFJ,SFJ 25,G,12-Dec,347,0,0,,,NA,NA,NA
TBI,Bowens Island,Tall,12,23,Short,SFB,allopatric,SFB,SFB 4,F,12-Dec,347,0,0,,,NA,NA,NA
TBI,Bowens Island,Tall,12,24,Short,SFJ,allopatric,SFJ,SFJ 9,G,12-Dec,347,0,0,,,NA,NA,NA
TBI,Bowens Island,Tall,12,25,Tall,TBI,sympatric,TBI,TBI 19,F,12-Dec,347,0,0,,,NA,NA,NA
TBI,Bowens Island,Tall,12,26,Tall,TFB,sympatric,TFB,TFB 13,H,12-Dec,347,0,0,,,NA,NA,NA
TBI,Bowens Island,Tall,12,27,Short,SBI,allopatric,SBI,SBI 9,F,12-Dec,347,0,0,,,NA,NA,NA
TBI,Bowens Island,Tall,12,28,Short,SFB,allopatric,SFB,SFB 19,F,12-Dec,347,0,0,,,NA,NA,NA
TBI,Bowens Island,Tall,12,29,Tall,TFB,sympatric,TFB,TFB 25,G,12-Dec,347,0,0,,,NA,NA,NA
TBI,Bowens Island,Tall,12,30,Tall,TFJ,sympatric,TFJ,TFJ 5,H,12-Dec,347,0,0,,,NA,NA,NA